"","EDCS-ID","province","place","start_yr","end_yr_1","inscr_type1","inscr_type2","inscr_type3","inscription","clean_text_interpretive_word","language","Latitude","Longitude","Material"
"14","EDCS-08900412","Sardinia","Bonolva / Bonorva",333,337,"miliaria","tituli sacri",NA,"M(ilia) p(assuum) CXV / d(omino) n(ostro) Imp(eratori) Fl(avio) Iulio / Constanti / beatissimo / Caesari / Fl(avius) Titian/us v(ir) p(erfectissimus) p(raeses) p(rovinciae) S(ardiniae) / d(evotus) N(umini) m(aiestati)q(ue) eius","Milia passuum CXV domino nostro Imperatori Flavio Iulio Constanti beatissimo Caesari Flavius Titianus vir perfectissimus praeses provinciae Sardiniae devotus Numini maiestati que eius",NA,"40.418757","8.768121","lapis"
"15","EDCS-70900475","Sardinia","Bonolva / Bonorva",235,238,"miliaria",NA,NA,"Octa]biano / procuratore suo / v(iro) e(gregio)","Octabiano procuratore suo viro egregio",NA,"40.418757","8.768121","lapis"
"16","EDCS-71000647","Sardinia","Bonolva / Bonorva",249,251,"miliaria",NA,NA,"H]eraclito [","Heraclito",NA,"40.418757","8.768121","lapis"
"17","EDCS-22500794","Sardinia","Bonolva / Bonorva",235,236,"miliaria","tituli operum",NA,"M(ilia) p(assuum) XLII / Imp(erator) Caes(ar) [3] / Felix Aug(ustus) / Maximinus [3] / trib(unicia) pot(estate) II p(ontifex) m(aximus) / viam quae ducit Turr[em 3] / vetustate corruptam / restituit / curante [","Milia passuum XLII Imperator Caesar Felix Augustus Maximinus tribunicia potestate II pontifex maximus viam quae ducit Turrem vetustate corruptam restituit curante",NA,"40.418757","8.768121","lapis"
"18","EDCS-22500795","Sardinia","Bonolva / Bonorva",237,255,"miliaria",NA,NA,"]tus Pius / pontif(ex) max(imus) [3]/anicus [3]A[3] / [trib(unicia) po]t(estate) III imp(erator) / [3]O co(n)s(ul) p(ater) p(atriae) / [6] / nobiliss[imus 3] / P[3] IVRE / E[3]","tus Pius pontifex maximus anicus A tribunicia potestate III imperator O consul pater patriae nobilissimus P IVRE E",NA,"40.418757","8.768121","lapis"
"19","EDCS-22500796","Sardinia","Bonolva / Bonorva",251,350,"miliaria","tituli operum",NA,"[3] m(ilia) p(assuum) / Imp(erator) Caesar / [[]3]R / C pontifex maxi/[mus] co(n)s(ul) desig(natus) imp(erator) I / [pro]co(n)s(ul) iam q[uae du]/cit Karalib(us) Tur[res] / vetustate corrupta[m] / [re]stituit cur[ante] / [6] / prov(inciae) Sard(iniae) p[rocur]/[atore] suo","milia passuum Imperator Caesar R C pontifex maximus consul designatus imperator I proconsul iam quae ducit Karalibus Turres vetustate corruptam restituit curante provinciae Sardiniae procuratore suo",NA,"40.418757","8.768121","lapis"
"20","EDCS-22500797","Sardinia","Bonolva / Bonorva",238,244,"miliaria",NA,NA,"[M(ilia) p(assuum)] CVIIII / [Imp(erator)] Caes(ar) [M(arcus)] An[tonius] / [Gor]dianus [Aug]us[tus] / Pius Felix / [","Milia passuum CVIIII Imperator Caesar Marcus Antonius Gordianus Augustus Pius Felix",NA,"40.418757","8.768121","lapis"
"21","EDCS-22500798","Sardinia","Bonolva / Bonorva",335,337,"miliaria","tituli sacri",NA,"D(omino) [n(ostro) I]ul(io) Dalmatico / beatissimo Caesar[i] / Fl(avius) Octavianus / e(gregius) v(ir) pr(aeses) prov(inciae) Sard(iniae) / d(evotus) N(umini) m(aiestati)q(ue) eius","Domino nostro Iulio Dalmatico beatissimo Caesari Flavius Octavianus egregius vir praeses provinciae Sardiniae devotus Numini maiestati que eius",NA,"40.418757","8.768121","lapis"
"22","EDCS-09401432","Sardinia","Bonolva / Bonorva",235,235,"miliaria","tituli operum",NA,"[M(ilia)] p(assuum) CXXII / [I]mp(eratori) Caes(ari) C(aio) Iulio / Vero Maximino / Pio Felici Aug(usto) pont(ifici) / max(imo) trib(unicia) pot(estate) co(n)s(uli) / desig(nato) imp(eratori) II p(atri) p(atriae) pro/co(n)s(uli) ia(m) qu(a)e duc(it) a Karalib(us) Olbiae / ve[t]ust(ate) corrumpta(m) / restituit curant(e) / C(aio) F(abio?) Fabiano / [pr]a[e]f(ecto) prov(inciae) Sard(iniae) / proc(uratore) suo v(iro) e(gregio)","Milia passuum CXXII Imperatori Caesari Caio Iulio Vero Maximino Pio Felici Augusto pontifici maximo tribunicia potestate consuli designato imperatori II patri patriae proconsuli iam quae ducit a Karalibus Olbiae vetustate corrumptam restituit curante Caio Fabio Fabiano praefecto provinciae Sardiniae procuratore suo viro egregio",NA,"40.418757","8.768121","lapis"
"23","EDCS-32701090","Sardinia","Bonolva / Bonorva",NA,NA,"miliaria",NA,NA,"M(ilia) p(assuum) CX[VII(?)] / [I]m[p(erator)] Caes[ar] / [[[M(arcus) Iulius Philippus]]] / [Pius Felix Aug(ustus) pont(ifex) max(imus)] / t[rib(unicia)] potest(ate) [p(ater) p(atriae) proco(n)s(ul)] / viam qu(a)e duc[it a Kara]/li[b(us)] Oliae vetustate / corrupta(m) restitu[i]t / curante M(arco) Ulp[io] / [V]ictore pr(a)ef(ecto) prov(inciae) / Sard(iniae) proc(uratore) suo / e(gregio) v(iro)","Milia passuum CXVII Imperator Caesar Marcus Iulius Philippus Pius Felix Augustus pontifex maximus tribunicia potestate pater patriae proconsul viam quae ducit a Karalibus Oliae vetustate corruptam restituit curante Marco Ulpio Victore praefecto provinciae Sardiniae procuratore suo egregio viro",NA,"40.418757","8.768121","lapis"
"24","EDCS-76600171","Sardinia","Bonolva / Bonorva",306,307,"miliaria","tituli sacri",NA,"M(ilia) p(assuum) CXI / d(omino) [n(ostro) 3 I]mp(eratori) Ca/[es(ari) Gale]rio Va/[le]r[io(?) [3 M]axim[i]/[no P(io) F(elici) Inv(icto?)] Aug(usto) / [co](n)s(uli) [3] proc[o(n)s(uli)] / [et(?) Fla(vio)] Val(erio) Sev[ero] / [Ga]l(erio) Val(erio) Maxi/[m]iano et F(lavio?) Vale(rio?) / [Consta]nt(ino) maxim[is(?) 3] / [cu]rante San[3] / idem praes(ide) / [S]ard(iniae) v(iro) e(gregio) Nu/[mini(bus) de]v(o)to e[o]r[um] / [","Milia passuum CXI domino nostro Imperatori Caesari Galerio Valerio Maximino Pio Felici Invicto Augusto consuli proconsuli et Flavio Valerio Severo Galerio Valerio Maximiano et Flavio Valerio Constantino maximis curante San idem praeside Sardiniae viro egregio Numinibus devoto eorum",NA,"40.418757","8.768121","lapis"
"25","EDCS-31500018","Sardinia","Bunnannaru / Bonnanaro / Buonanaro",245,246,"miliaria","tituli operum",NA,"M(ilia) p(assuum) XXXIII / Imp(erator) Caes(ar) [[[M(arcus)]]] / [[[Iulius Philip]]]/[[[pus]]] Pius Felix Aug(ustus) / pont(ifex) max(imus) trib(unicia) pot(estate) p(ater) p(atriae) co(n)s(ul) / proc(onsul) [[e[t M(arcus) Iul(ius) Philippus]]] / nobilissim Caes(ar) prin/c iuventutis viam / qu(a)e ducit a Turre usque / Karals vetustatem / corruptam restituit(!) / curante P(ublio) Aelio / Valente / procuratore / suo / e(gregio) v(iro)","Milia passuum XXXIII Imperator Caesar Marcus Iulius Philippus Pius Felix Augustus pontifex maximus tribunicia potestate pater patriae consul proconsul et Marcus Iulius Philippus nobilissim Caesar princ iuventutis viam quae ducit a Turre us que Karals vetustatem corruptam restituit curante Publio Aelio Valente procuratore suo egregio viro",NA,"40.533359","8.764420","lapis"
"26","EDCS-31500019","Sardinia","Bunnannaru / Bonnanaro / Buonanaro",269,270,"miliaria",NA,NA,"M(ilia) p(assuum) XXXIII / Imp(eratori) Caes(ari) M(arco) Aurelio / Claudio Maxim[o Pio] / Felici Invicto Aug(usto) [pont(ifici)] / max(imo) imp(eratori) II cons[uli] / p(atri) p(atriae) procons[uli] / curante L(ucio) Septimio / Leonico e(gregio) v(iro) proc(uratore) [prov(inciae)] / Sardi[niae]","Milia passuum XXXIII Imperatori Caesari Marco Aurelio Claudio Maximo Pio Felici Invicto Augusto pontifici maximo imperatori II consuli patri patriae proconsuli curante Lucio Septimio Leonico egregio viro procuratore provinciae Sardiniae",NA,"40.533359","8.764420","lapis"
"27","EDCS-52000074","Sardinia","Busache / Busachi",46,46,"miliaria",NA,NA,"LXX[VIII a Turre] / Ti(berius) Claudius Caesar Aug(ustus) / Germanicus pont(ifex) max(imus) tr(ibunicia) / pot(estate) VI p(ater) p(atriae) imp(erator) XI co(n)s(ul) des(ignatus) IIII / L(ucio) Aurelio [Pa]tr[o]clo praef(ecto) Sard(iniae) / [i]ussit","LXXVIII a Turre Tiberius Claudius Caesar Augustus Germanicus pontifex maximus tribunicia potestate VI pater patriae imperator XI consul designatus IIII Lucio Aurelio Patroclo praefecto Sardiniae iussit",NA,"40.032651","8.896729","lapis"
"28","EDCS-74700006","Sardinia","Cabuderra / Capoterra",218,222,"miliaria","tituli operum",NA,"XIII / Imp(erator) Caes(ar) / [[M(arcus) Aur(elius) Antoni]]/[[/nus]] Piu[s Felix] / Aug(ustus) pon[tifex] ma/ximus [tribun]ici/a pote[sta]te con/sul{i} pat(e)r{i} pat[tri]/ae viam quae du/cit a Karalis ve/tustate corrup/tam restituit","XIII Imperator Caesar Marcus Aurelius Antoninus Pius Felix Augustus pontifex maximus tribunicia potestate consul pater pattriae viam quae ducit a Karalis vetustate corruptam restituit",NA,"39.176336","8.971843","lapis"
"29","EDCS-74700007","Sardinia","Cabuderra / Capoterra",238,244,"miliaria","tituli operum","tituli sacri","XIII / Imp(erator) Caes(ar) / M(arcus) Antoni{n}us / Gordianus di/vi Gordiani ne/pos Pius Felix Aug(ustus) / pontifex maxi/mus trib(uniciae) potesta/tis p(ater) p(atriae) proco(n)s(ul) vi/am quae a Nora / ducit Karalib(us) / vetustate cor/ru[ptam r]estituit / cu[ran]te M(arco) Mi/nic[io] Clodian[o]/ proc(uratore) suo e(gregio) v(iro)","XIII Imperator Caesar Marcus Antonius Gordianus divi Gordiani nepos Pius Felix Augustus pontifex maximus tribuniciae potestatis pater patriae proconsul viam quae a Nora ducit Karalibus vetustate corruptam restituit curante Marco Minicio Clodiano procuratore suo egregio viro",NA,"39.176336","8.971843","lapis"
"30","EDCS-74700008","Sardinia","Cabuderra / Capoterra",249,250,"miliaria","tituli operum",NA,"XII[I] / Imp(erator) Caes(ar) C(aius) Mes/sius Q(uintus) Deci/us Traianus Pius / Felix Aug(ustus) pont(ifex) max(imus) / trib(uniciae) potestatis pro/co(n)s(ul) p(ater) p(atriae) co(n)s(ul) viam / ducit a Nora Kar[a]/lib(us) vetustate corru[p]/tam restituit curan/te Septimio Heracli/to praef(ecto) prov(inciae) Sard(iniae) / v(iro) e(gregio) proc(uratore) suo","XIII Imperator Caesar Caius Messius Quintus Decius Traianus Pius Felix Augustus pontifex maximus tribuniciae potestatis proconsul pater patriae consul viam ducit a Nora Karalibus vetustate corruptam restituit curante Septimio Heraclito praefecto provinciae Sardiniae viro egregio procuratore suo",NA,"39.176336","8.971843","lapis"
"31","EDCS-74700009","Sardinia","Cabuderra / Capoterra",293,305,"miliaria","tituli operum",NA,"Im[pp(eratoribus) dd(ominis) nn(onstris)/ C(aio) Val(erio) Diocletia]/no [et] M(arco) [Aur(elio)] / [Va]l(erio) M[axim]/[ia]no Piis [Fel(icibus)] / Invictis Augg(ustis) / [et] Flavio Vale(rio) / Co(n)stantio e[t] / Galerio Vale[ri]/o Maximian(o) / [nob]ilissim[is] / [Caesaribu]s [vi]/[am ducit a N]o[ra] / [","Impperatoribus ddominis nnonstris Caio Valerio Diocletiano et Marco Aurelio Valerio Maximiano Piis Felicibus Invictis Auggustis et Flavio Valerio Constantio et Galerio Valerio Maximiano nobilissimis Caesaribus viam ducit a Nora",NA,"39.176336","8.971843","lapis"
"32","EDCS-74700010","Sardinia","Cabuderra / Capoterra",NA,NA,"miliaria","tituli operum",NA,"] cor/[rupta]m / r[estit]ueru/[nt cu]ran/te [M(arco?) A]ure/l[io Mar]/c[o v(iro) p(erfectissimo) pr(a)]/eside [pr]/ovin[ciae] / [Sard(iniae)]","corruptam restituerunt curante Marco Aurelio Marco viro perfectissimo praeside provinciae Sardiniae",NA,"39.176336","8.971843","lapis"
"33","EDCS-74700011","Sardinia","Cabuderra / Capoterra",NA,NA,"miliaria",NA,NA,"?","",NA,"39.176336","8.971843","lapis"
"34","EDCS-22500169","Sardinia","Cala d|Ostia",244,244,"miliaria",NA,NA,"Imp(erator) Caesar / M(arcus) Iulius Philip/pus Pius Felix / Augustus ponti/fex maximus tri/buniciae potes/tatis pater patr(iae) / proconsul vi/am quae a Nora / ducit Bitiae ve/tustate corrup/ta(m) restituit cu/rante M(arco) Ulpio / Victore proc(uratore) / suo e(gregrio) v(iro)","Imperator Caesar Marcus Iulius Philippus Pius Felix Augustus pontifex maximus tribuniciae potestatis pater patriae proconsul viam quae a Nora ducit Bitiae vetustate corruptam restituit curante Marco Ulpio Victore procuratore suo egregrio viro",NA,"38.937290","8.940090","lapis"
"35","EDCS-22500170","Sardinia","Cala d|Ostia",244,246,"miliaria","tituli operum",NA,"pater] / patria[e(?) pro]/[con]sul et M(arcus) Iulius / [Phi]lippus nobilissi/mus Caes[a]r prince[p]s / iuventutis filius do/mini nostri Philip[pi] / Aug(usti) viam quae du/cit a Nor[a] Bi[t]iae / vetus[tate] corrup/tam restit[ue]run[t]","pater patriae proconsul et Marcus Iulius Philippus nobilissimus Caesar princeps iuventutis filius domini nostri Philippi Augusti viam quae ducit a Nora Bitiae vetustate corruptam restituerunt",NA,"38.937290","8.940090","lapis"
"36","EDCS-22500171","Sardinia","Cala d|Ostia",352,361,"miliaria",NA,NA,"]I[3] / [3]RC tr[ium]/[f]atori / s[e]mper Aug(usto) / ded(icante) Fl(avio) / [A]machio / v(iro) p(erfectissimo) p(raeside) pro(vinciae) / Sard(iniae) / V[","I RC triumfatori semper Augusto dedicante Flavio Amachio viro perfectissimo praeside provinciae Sardiniae V",NA,"38.937290","8.940090","lapis"
"37","EDCS-22500799","Sardinia","Campeda",198,211,"miliaria","tituli operum",NA,"Imp(erator) Caes(ar) L(ucius) Septimius Seve/rus Pius Pe[r]ti[n]ax Aug(ustus) / Arabicus Adiabenicus Par/t(h)icus maximus e[t] Imp(erator) Caes(ar) / M(arcus) Aurelius Antoninus Pius Felix / Aug(ustus) [3] / M[3]M[3] quae [a] Tu[rre] / Karal(ibus) ducit vetustate corrup/ta(m) SER[3]R[3]IIDAM[3]V[3] / proc(uratore) suo","Imperator Caesar Lucius Septimius Severus Pius Pertinax Augustus Arabicus Adiabenicus Parthicus maximus et Imperator Caesar Marcus Aurelius Antoninus Pius Felix Augustus M M quae a Turre Karalibus ducit vetustate corruptam SER R IIDAM V procuratore suo",NA,"40.3272395","8.7843442","lapis"
"38","EDCS-12100653","Sardinia","Carbonia",309,310,"miliaria",NA,NA,"M(ilia) p(assuum) X[I] / d(omino) n(ostro) Imp(eratori) L(ucio) / Domitio / Alexan/dro P(io) F(elici) Inv(icto) / Aug(usto) proc(onsuli) / Papio Pa/catiano / v(iro) p(erfectissimo) pr(a)es(ide) / prov(inciae) Sar(diniae)","Milia passuum XI domino nostro Imperatori Lucio Domitio Alexandro Pio Felici Invicto Augusto proconsuli Papio Pacatiano viro perfectissimo praeside provinciae Sardiniae",NA,"39.165332","8.527834","lapis"
"39","EDCS-76800137","Sardinia","Coghinas",305,306,"miliaria",NA,NA,"[Imp(eratori) C]aesari / [Flav]io Valerio / [Con]stantio / [Pio Fe]lici Invic/[to pont(ifici) ma]x(imo) nob(ilissimo) / [Aug(usto)","Imperatori Caesari Flavio Valerio Constantio Pio Felici Invicto pontifici maximo nobilissimo Augusto",NA,"40.9187989","8.8989561","lapis"
"40","EDCS-12100652","Sardinia","Corongiu",NA,NA,"miliaria",NA,NA,"] Sulcis vetust[ate] / [cor]ruptam re[stituit]","Sulcis vetustate corruptam restituit",NA,"39.2366205","8.5599492","lapis"
"41","EDCS-22500786","Sardinia","Crabas / Cabras",244,244,"miliaria","tituli operum",NA,"[[[Imp(erator) Caes(ar)]]] / [[[M(arcus) Iulius]]] / [[[Philippus Pius]]] / [[[Felix Aug(ustus)]]] / pont(ifex) max(imus) trib(unicia) pot(estate) / p(ater) p(atriae) proco(n)s(ul) vi[a]m / quae ducit [a T]harros C[ornu]s ve/tustate corrup/ta(m) re[s]ti[t]uit cu/rante M(arco) Ul/pio Victore e(gregrio) v(iro) / proc(uratore) suo","Imperator Caesar Marcus Iulius Philippus Pius Felix Augustus pontifex maximus tribunicia potestate pater patriae proconsul viam quae ducit a Tharros Cornus vetustate corruptam restituit curante Marco Ulpio Victore egregrio viro procuratore suo",NA,"39.9303142","8.5320543","lapis"
"42","EDCS-09300955","Sardinia","Cuiaru, Monte / Cujaru, Monte",253,268,"miliaria",NA,NA,"]ero [3] / [3] Caesar(i) / Gallieno [3] / [3]I EO[","ero Caesari Gallieno I EO",NA,"40.4833333","8.8333333","lapis"
"43","EDCS-70600001","Sardinia","Cuiaru, Monte / Cujaru, Monte",244,244,"miliaria","tituli operum",NA,"M(ilia) p(assuum) CX[VII] / Imp(erator) Caes[ar] / [[M(arcus) Iulius Philippus]] / [[Pius Felix Aug(ustus) pont(ifex) max(imus)]] / t[ri]b(unicia) potestate [p(ater) p(atriae) proco(n)s(ul)] / viam qu(a)e duct [a] Ka/r[a]libus Olvi(a)e vetustate / corrupta(m) restituit / curante M(arco) Ulpio / [V]ictore praef(ecto) prov(inciae) / Sard(iniae) proc(uratore) suo / e(gregio) v(iro)","Milia passuum CXVII Imperator Caesar Marcus Iulius Philippus Pius Felix Augustus pontifex maximus tribunicia potestate pater patriae proconsul viam quae duct a Karalibus Olviae vetustate corruptam restituit curante Marco Ulpio Victore praefecto provinciae Sardiniae procuratore suo egregio viro",NA,"40.4833333","8.8333333","lapis"
"44","EDCS-70900541","Sardinia","Cullieri / Cuglieri / Cornus / Gurulis Nova",-120,-101,"miliaria",NA,NA,"M(arcus) Cornu[ficius 3] / pro c[o(n)s(ule)]","Marcus Cornuficius pro consule",NA,"40.1884721","8.5674049","lapis"
"45","EDCS-46600175","Sardinia","Cullieri / Cuglieri / Cornus / Gurulis Nova",-66,-63,"miliaria",NA,NA,"M(arcus) Corn[ficius 3 f(ilius)] / proc[o(n)s(ul)]","Marcus Cornficius filius proconsul",NA,"40.1884721","8.5674049","lapis"
"46","EDCS-78200060","Sardinia","Cuzina / Santa Maria Coghinas",NA,NA,"miliaria",NA,NA,"[Imp(eratori) C]aesari / [Flav]io Valerio / [Con]stantio / [Pio Fe]lici Invic/[to pont(ifici) ma]x(imo)","Imperatori Caesari Flavio Valerio Constantio Pio Felici Invicto pontifici maximo",NA,"40.904267","8.868616","lapis"
"47","EDCS-71000531","Sardinia","Fordongianus / Hydata Hypsitana / Forum Traiani",305,306,"miliaria",NA,NA,"] / dd(ominis) nn(ostris) Impp(eratoribus) / [F]lavio Valerio / Constantio et / Ga[le]rio Val(erio) / [Maxim]iano / [Piis Felicibus Invi]ctis Augg(ustis) / [","ddominis nnostris Impperatoribus Flavio Valerio Constantio et Galerio Valerio Maximiano Piis Felicibus Invictis Auggustis",NA,"39.994549","8.809828","lapis"
"48","EDCS-70800366","Sardinia","Fordongianus / Hydata Hypsitana / Forum Traiani",101,300,"miliaria",NA,NA,"proc(uratore) suo] / e(gregio) v(iro)","procuratore suo egregio viro",NA,"39.994549","8.809828","lapis"
"49","EDCS-22500788","Sardinia","Fordongianus / Hydata Hypsitana / Forum Traiani",253,253,"miliaria","tituli operum",NA,"[M(ilia)] p(assuum) LXXVIIII / Im[p(eratore)] Caes(are) M(arco) Aemilio Aemil/iano Pio Felice Invicto Aug(usto) / pont(ifice) max(imo) trib(unicia) pot(estate) p(atre) p(atriae) proco(n)s(ule) / viam quae ducit a Kar(alibus) Turr(e) / cura(n)t(e) M(arco) Calpurnio Caeliano / prae[f(ecto) prov(inciae) et pr]oc(uratore) suo / restituit","Milia passuum LXXVIIII Imperatore Caesare Marco Aemilio Aemiliano Pio Felice Invicto Augusto pontifice maximo tribunicia potestate patre patriae proconsule viam quae ducit a Karalibus Turre curante Marco Calpurnio Caeliano praefecto provinciae et procuratore suo restituit",NA,"39.994549","8.809828","lapis"
"50","EDCS-22500789","Sardinia","Fordongianus / Hydata Hypsitana / Forum Traiani",253,256,"miliaria",NA,NA,"Aemilio Aemiliano 3 Invicto Aug(usto)] pont(ifici) m[ax(imo)] / [trib(unicia) pot(estate) p(atri)] p(atriae) proc(onsuli) / [cur(ante) M(arco) Calpurni]o Caeliano / [praefecto porv(inciae) et pro]c(uratore) suo","Aemilio Aemiliano Invicto Augusto pontifici maximo tribunicia potestate patri patriae proconsuli curante Marco Calpurnio Caeliano praefecto porvinciae et procuratore suo",NA,"39.994549","8.809828","lapis"
"51","EDCS-22500790","Sardinia","Fordongianus / Hydata Hypsitana / Forum Traiani",283,283,"miliaria",NA,NA,"[Imp(eratori) Caes(ari)] / [M(arco) Aurelio Caro] / [Pi]o Fel(ici) Invi[cto Aug(usto)] / [et] M(arco) Aurelio Ca[rin]o / [no]b(ilissimo) Caes(ari) princ(ipi) iu(entutis) / [et] M(arco) Aurellio(!) / Numeriano / nobilissimo Ca(e)s(ari) / [c]urante M(arco) (A)elio Vitale / [e(gregio)] v(iro) praes(ide) provinci(a)e / Sardini(a)e","Imperatori Caesari Marco Aurelio Caro Pio Felici Invicto Augusto et Marco Aurelio Carino nobilissimo Caesari principi iuentutis et Marco Aurellio Numeriano nobilissimo Caesari curante Marco Aelio Vitale egregio viro praeside provinciae Sardiniae",NA,"39.994549","8.809828","lapis"
