"","EDCS-ID","province","place","start_yr","end_yr_1","inscr_type1","inscr_type2","inscr_type3","inscription","clean_text_interpretive_word","language","Latitude","Longitude","Material"
"11","EDCS-70200285","Pontus et Bithynia","Asagi Ihsaniye / Filyos / Hisaronu / Tios",NA,NA,"miliaria",NA,NA,NA,NA,"GR","41.561043","32.081615","lapis"
"12","EDCS-70200078","Pontus et Bithynia","Asagi Narli",305,306,"miliaria",NA,NA,"Imp(eratori) Caes(ari) Fl(avio) Val(erio) / Constantio / P(io) F(elici) Invicto [Aug(usto) et] / [I]mp(eratori) Caes(ari) Gal(erio) Val(erio) / Maximiano / P(io) F(elici) Inv(icto) Aug(usto) [et] / Fl(avio) Val(erio) Sever[o et] / Gal(erio) Val(erio) Maximino / nobiliss(imis) Caes[s(aribus)] / curante Aur(elio) / Hieraxe(!) / v(iro) p(erfectissimo) praes(ide) / prov(inciae) P(onti) P(aphlagoniae) //","Imperatori Caesari Flavio Valerio Constantio Pio Felici Invicto Augusto et Imperatori Caesari Galerio Valerio Maximiano Pio Felici Invicto Augusto et Flavio Valerio Severo et Galerio Valerio Maximino nobilissimis Caessaribus curante Aurelio Hieraxe viro perfectissimo praeside provinciae Ponti Paphlagoniae","GR","41.1947443","35.2853263","lapis"
"13","EDCS-70200079","Pontus et Bithynia","Asagi Narli",NA,NA,"miliaria",NA,NA,"]ASE / XII","ASE XII",NA,"41.1947443","35.2853263","lapis"
"14","EDCS-70200080","Pontus et Bithynia","Asagi Narli",NA,NA,"miliaria",NA,NA,"]I[3]X[3] / IB XII","I X IB XII",NA,"41.1947443","35.2853263","lapis"
"15","EDCS-05000751","Pontus et Bithynia","Asagi Narli",121,122,"miliaria","tituli sacri",NA,"Imp(eratori) / Caesari divi Tra/iani Par(thici) fil(io) divi / Nervae nepoti Tra/iano (H)adriano Aug(usto) / ponti(fici) maxi(mo) trib(unicia) / potes(tate) VI co(n)s(uli) III [ //","Imperatori Caesari divi Traiani Parthici filio divi Nervae nepoti Traiano Hadriano Augusto pontifici maximo tribunicia potestate VI consuli III","GR","41.1947443","35.2853263","lapis"
"16","EDCS-70200053","Pontus et Bithynia","Ayvali",253,255,"miliaria",NA,NA,"Imp(erator) Caesar Licin{n}ius / Valerianus (!) Felix Aug(ustus) / p(ontifex) m(aximus) PR co(n)s(ul) p(ater) p(atriae) pr(o)co(n)s(ul) / et Imp(erator) Caesar P(ublius) Licin{n}ius / Gallienus (Pi)us Felix / Aug(ustus) p(ontifex) m(aximus) co(n)s(ul) p(ater) p(atriae) proco(n)s(ul) / mi(lia) p(assuum) / I","Imperator Caesar Licinius Valerianus Felix Augustus pontifex maximus PR consul pater patriae proconsul et Imperator Caesar Publius Licinius Gallienus Pius Felix Augustus pontifex maximus consul pater patriae proconsul milia passuum I",NA,"41.488438","33.962406","lapis"
"17","EDCS-41500099","Pontus et Bithynia","Bademci / Pompeiopolis",NA,NA,"miliaria",NA,NA,"Impe[ratori] / Diocl[etiano] / P(io) Fel(ici) Invic[to] / et Imp(eratori) Caesa(ri) no[stro] / Mar(co) Aur(elio) Va(le)rio / Maximiano / P(io) Fel(ici) Invicto Aug(usto) / et Flavio Valerio / Constantio / et Galerio Valerio / Ma[xi]miano","Imperatori Diocletiano Pio Felici Invicto et Imperatori Caesari nostro Marco Aurelio Valerio Maximiano Pio Felici Invicto Augusto et Flavio Valerio Constantio et Galerio Valerio Maximiano",NA,"41.5395546","34.0719929","lapis"
"18","EDCS-70200077","Pontus et Bithynia","Baglica",293,305,"miliaria",NA,NA,"Imp(eratori) Caes(ari) G(aio!) [Aur(elio)] / Val(erio) Diocletian[o Pio] / Fel(ici) Invicto Aug(usto) et / Imp(eratori) Caes(ari) Marco Aur(elio) / Val(erio) Maximiano Pio / Fel(ici) Invicto Aug(usto) et Fl(avio) / Val(erio) Constantio et Ga(lerio) / Val(erio) Maximiano / nobb(ilissimis) Caess(aribus) nn(ostris) / Aur(elius) Priscianus / v(ir) p(erfectissimus) pr(aeses) p(rovinciae) P(onti) / [","Imperatori Caesari Gaio Aurelio Valerio Diocletiano Pio Felici Invicto Augusto et Imperatori Caesari Marco Aurelio Valerio Maximiano Pio Felici Invicto Augusto et Flavio Valerio Constantio et Galerio Valerio Maximiano nobbilissimis Caessaribus nnostris Aurelius Priscianus vir perfectissimus praeses provinciae Ponti",NA,"41.536247","32.965836","lapis"
"19","EDCS-75300295","Pontus et Bithynia","Bakacakkadi / Tios",213,217,"miliaria",NA,NA,"B(ona) F(ortuna) / Imp(erator) [Caes]ar M(arcus) / Aure[lius] Anto/ninu[s Pius] Au/gust[us p(ater)] p(atriae) Par/thic[us max]imus / Brt[annicu]s maxi/mus {I} / [German]icus / ma[xim]us / a Tio [ad fin]es XXII","Bona Fortuna Imperator Caesar Marcus Aurelius Antoninus Pius Augustus pater patriae Parthicus maximus Brtannicus maximus Germanicus maximus a Tio ad fines XXII",NA,"41.342011","32.0906177","lapis"
"20","EDCS-70200288","Pontus et Bithynia","Bartin / Partenia",197,198,"miliaria",NA,NA,NA,NA,"GR","41.6338394","32.3384354","lapis"
"21","EDCS-29900810","Pontus et Bithynia","Besevler",NA,NA,"miliaria",NA,NA,"Imperator Caesar [L(ucius)] / Septimius Severus Pi/us Pertinax Augustus / Arabicus Adiabenicus / pontifex maximus [tri]/buniciae potestatis / VI imperator XI co(n)s(ul) II p(ater) p(atriae) pro / co(n)sule et Imperator Caesar / M(arcus) Aurelius Antoninus / Aug(ustus) tribuniciae potesta/tis II et P(ublius) Septimius [[G[eta]]] / Caesar restituerunt per / Q(u)intum Tineium Sacerdotem / legatum pro praetore / IIII /","Imperator Caesar Lucius Septimius Severus Pius Pertinax Augustus Arabicus Adiabenicus pontifex maximus tribuniciae potestatis VI imperator XI consul II pater patriae pro consule et Imperator Caesar Marcus Aurelius Antoninus Augustus tribuniciae potestatis II et Publius Septimius Geta Caesar restituerunt per Quintum Tineium Sacerdotem legatum pro praetore IIII","GR","40.2660264","30.2721706","lapis"
"22","EDCS-70200176","Pontus et Bithynia","Besevler",293,305,"miliaria",NA,NA,"[Imp(erator) Caes(ar) C(aius) Val(erius) Aur(elius)] / [Diocletianus P(ius) F(elix) Inv(ictus) Aug(ustus)] / [et Imp(erator) C(aesar) M(arcus) Aur(elius) Val(erius)] / [Maximianus P(ius) F(elix) Inv(ictus) Aug(ustus) et] / Fl(avius) Va[l(erius) Constantius] / et Galerius Val(erius) [Maximianus] / nobb(ilissimi) Ca[ess(ares)] / a Nica[ea 3] //","Imperator Caesar Caius Valerius Aurelius Diocletianus Pius Felix Invictus Augustus et Imperator Caesar Marcus Aurelius Valerius Maximianus Pius Felix Invictus Augustus et Flavius Valerius Constantius et Galerius Valerius Maximianus nobbilissimi Caessares a Nicaea","GR","40.2660264","30.2721706","lapis"
"23","EDCS-70200167","Pontus et Bithynia","Beyoren",NA,NA,"miliaria",NA,NA,"] / VIIII","VIIII",NA,"41.0223691","35.5251391","lapis"
"24","EDCS-70200179","Pontus et Bithynia","Bolu / Claudiopolis",211,213,"miliaria","tituli sacri",NA,"B(ona) F(ortuna) / Imp(erator) Caesar M(arcus) Aurelius / Antoninus / Pius Aug(ustus) p(ater) p(atriae) Parthicus / maximus Britannicus / maximus a Bithynio Hadriana / ad fines / [","Bona Fortuna Imperator Caesar Marcus Aurelius Antoninus Pius Augustus pater patriae Parthicus maximus Britannicus maximus a Bithynio Hadriana ad fines",NA,"40.7332953","31.6110479","lapis"
"25","EDCS-05300107","Pontus et Bithynia","Bolu / Claudiopolis",249,250,"miliaria",NA,NA,"B(ona) F(ortuna) / Imp(eratori) Caes(ari) C(aio) Messio / Quinto Traiano / Decio Pio Felic Aug(usto) / a Bithynio Hadriana / ad fines //","Bona Fortuna Imperatori Caesari Caio Messio Quinto Traiano Decio Pio Felic Augusto a Bithynio Hadriana ad fines","GR","40.7332953","31.6110479","lapis"
"26","EDCS-29601392","Pontus et Bithynia","Bolu / Claudiopolis",NA,NA,"miliaria",NA,NA,"B(ona) F(ortuna) / Impp(eratoribus) CC(aesaribus) C(aio) Aurel(io) Val(erio) / Diocletiano et / M(arco) Aur(elio) Val(erio) Max[imiano] / PP(iis) FF(elicibus) Invv(ictis) [Augg(ustis) et] / Flav(i)o [Val(erio) Constantio] / [et Galerio Val(erio) Maximi]/[ano nobilissimis Caess(aribus)] / [","Bona Fortuna Impperatoribus CCaesaribus Caio Aurelio Valerio Diocletiano et Marco Aurelio Valerio Maximiano PPiis FFelicibus Invvictis Auggustis et Flavio Valerio Constantio et Galerio Valerio Maximiano nobilissimis Caessaribus",NA,"40.7332953","31.6110479","lapis"
"27","EDCS-70200051","Pontus et Bithynia","Bolu / Claudiopolis",305,306,"miliaria",NA,NA,"[Imp(eratori) Caes(ari) Fl]av(io) V(a)l(erio) / [Constan]tio P[i]o / [Fel(ici) Invict]o Aug(usto) et / [Imp(eratori) Caes(ari)] Ga[l(erio) V[al(erio)] / [Maximi]ano [Pio] / [Fel(ici) I]nvicto [Aug(usto)] / [et Fl(avio) Val(erio) S]evero [et] / [Gal(erio) Val(erio) Ma]ximino / [nobill(issimis)] Caes[s(aribus)] / [","Imperatori Caesari Flavio Valerio Constantio Pio Felici Invicto Augusto et Imperatori Caesari Galerio Valerio Maximiano Pio Felici Invicto Augusto et Flavio Valerio Severo et Galerio Valerio Maximino nobillissimis Caessaribus",NA,"40.7332953","31.6110479","lapis"
"28","EDCS-41000055","Pontus et Bithynia","Bolucekova",NA,NA,"miliaria",NA,NA,"?","",NA,"40.264797","30.809597","lapis"
"29","EDCS-41000056","Pontus et Bithynia","Bolucekova",337,340,"miliaria",NA,NA,"B(ona) [F(ortuna)] / Imp(eratoribus) Caess(aribus) Fl(avio) Val(erio) / Constantino P(io) F(elici) / vic(tori) semper Aug(usto) / et Fl(avio) Iul(io) / Constantio P(io) F(elici) / vic(tori) semper Aug(usto) / et Fl(avio) Iul(io) / Constanti P(io) F(elici) / vic(tori) semper Aug(usto) / [","Bona Fortuna Imperatoribus Caessaribus Flavio Valerio Constantino Pio Felici victori semper Augusto et Flavio Iulio Constantio Pio Felici victori semper Augusto et Flavio Iulio Constanti Pio Felici victori semper Augusto",NA,"40.264797","30.809597","lapis"
"30","EDCS-41000057","Pontus et Bithynia","Bolucekova",364,367,"miliaria",NA,NA,"B(ona) F(ortuna) / [dd(ominis)] nn(ostris) // DD(ominis) nn(ostris) / Valentiniano / et Valenti / PP(iis) FF(elicibus) semper / [Augg(ustis)","Bona Fortuna ddominis nnostris DDominis nnostris Valentiniano et Valenti PPiis FFelicibus semper Auggustis",NA,"40.264797","30.809597","lapis"
"31","EDCS-70200076","Pontus et Bithynia","Boyabat / Pompeiopolis",293,305,"miliaria",NA,NA,"Imp(eratori) Caes(ari) G(aio!) Aur(elio) Val(erio) / Diocletiano P(io) / Fel(ici) Invicto Aug(usto) et / Imp(eratori) Caes(ari) Marco Aur(elio) / Val(erio) Maximiano Pio / Fel(ici) Invicto Aug(usto) Fl(avio) / Val(erio) Constantio et / Gal(erio) Val(erio) Maximiano / nobb(ilissimis) Caess(aribus) nn(ostris) / Aur(elius) Priscianus / v(ir) p(erfectissimus) pr(aeses) p(rovinciae) P(onti) / XXXIII","Imperatori Caesari Gaio Aurelio Valerio Diocletiano Pio Felici Invicto Augusto et Imperatori Caesari Marco Aurelio Valerio Maximiano Pio Felici Invicto Augusto Flavio Valerio Constantio et Galerio Valerio Maximiano nobbilissimis Caessaribus nnostris Aurelius Priscianus vir perfectissimus praeses provinciae Ponti XXXIII",NA,"41.4689736","34.7672274","lapis"
"32","EDCS-70200075","Pontus et Bithynia","Boyabat / Pompeiopolis",276,282,"miliaria",NA,NA,"Imp(eratori) C(a)es(ari) M(arco) Aur(elio) / Proo P(io) F(elici) Invic(to) / Aug(ust)o po(n)tif(ici) max(imo) / tri(bunicia) potest(ate) / p(atri) p(atriae) procons(uli) / [","Imperatori Caesari Marco Aurelio Proo Pio Felici Invicto Augusto pontifici maximo tribunicia potestate patri patriae proconsuli",NA,"41.4689736","34.7672274","lapis"
"33","EDCS-07600428","Pontus et Bithynia","Boyabat / Pompeiopolis",85,85,"miliaria","tituli operum","tituli sacri","[I]mp(erator) Caesar d[ivi] / Vespasiani f(ilius) Domit[ia]/nus Aug(ustus) Germanic(us) pont[if(ex)] / max(imus) tr(ibunicia) pot(estate) IV imp(erator) IX co(n)[s(ul) XI] / censoria pot(estate) p(ater) p(atriae) viam [col(oniae?)] / Sinopens(ium) stravit per T(itum) Pri[3] / Pacatum p[roc(uratorem)] suum / [","Imperator Caesar divi Vespasiani filius Domitianus Augustus Germanicus pontifex maximus tribunicia potestate IV imperator IX consul XI censoria potestate pater patriae viam coloniae Sinopensium stravit per Titum Pri Pacatum procuratorem suum",NA,"41.4689736","34.7672274","lapis"
"34","EDCS-07600429","Pontus et Bithynia","Boyabat / Pompeiopolis",82,82,"miliaria","tituli sacri",NA,"[Imp(erator)] / Caesar [di]vi / Vespasian[i f(ilius)] / [[[Domitia]nus]] / Aug(ustus) pontif(ex) ma/xim(us) trib(unicia) potest(ate) / imp(erator) II co(n)s(ul) VIII p(ater) p(atriae) / per A(ulum) Caesennium / Gallum co(n)s(ulem) XV/vir(um) s(acris) f(aciundis) leg(atum) pro / pr(aetore) a novo stra/vit / XXXIIII //","Imperator Caesar divi Vespasiani filius Domitianus Augustus pontifex maximus tribunicia potestate imperator II consul VIII pater patriae per Aulum Caesennium Gallum consulem XV virum sacris faciundis legatum pro praetore a novo stravit XXXIIII","GR","41.4689736","34.7672274","lapis"
"35","EDCS-70200166","Pontus et Bithynia","Bucagi",NA,NA,"miliaria",NA,NA,"?","",NA,"41.446391","35.856222","lapis"
"36","EDCS-73900251","Pontus et Bithynia","Bursa / Prusa ad Olympum",293,305,"miliaria",NA,NA,"B(ona) F(ortuna) / Imp(eratori) Caesar(i) C(aio) Aur(elio) Val(erio) / Diocletiano P(io) F(elici) In(icto) / Aug(usto) [[[et Imp(eratori) Caesar(i)]]] / [[[M(arco) Aur(elio) Val(erio) Maximiano]]] / [[[P(io) F(elici) Inv(icto) Aug(usto)]]] et Fl(avio) / Val(erio) Constantio / et Gal(erio) Val(erio) Maximiano / nobb(ilissimis) Caesaribus / A Prusa{e} mil(ia) / V //","Bona Fortuna Imperatori Caesari Caio Aurelio Valerio Diocletiano Pio Felici Inicto Augusto et Imperatori Caesari Marco Aurelio Valerio Maximiano Pio Felici Invicto Augusto et Flavio Valerio Constantio et Galerio Valerio Maximiano nobbilissimis Caesaribus A Prusa milia V","GR","40.182737","29.0678352","lapis"
"37","EDCS-73900252","Pontus et Bithynia","Bursa / Prusa ad Olympum",244,249,"miliaria",NA,NA,"B(ona) F(ortuna) / Imp(erator) Caesar Marcus / Iulius Philippus / Pius Felix / Augustus / et Marcia / Otacilia / Severa / Augusta //","Bona Fortuna Imperator Caesar Marcus Iulius Philippus Pius Felix Augustus et Marcia Otacilia Severa Augusta","GR","40.182737","29.0678352","lapis"
"38","EDCS-27800539","Pontus et Bithynia","Bursa / Prusa ad Olympum",78,78,"miliaria","tituli operum",NA,"Imp(erator) Caesar Vespasia/nus Aug(ustus) ponti(ex) max(imus) trib(unicia) pot(estate) / IX imp(erator) XIIX p(ater) p(atriae) co(n)s(ul) IIX desig(natus) VIIII / Imp(erator) T(itus) Caesar Aug(usti) f(ilius) co(n)s(ul) VI des(ignatus) VII / [[Domitianus]] Caesar Aug(usti) f(ilius) / co(n)s(ul) V des(ignatus) VI vias / a novo munierunt / per L(ucium) Antonium Nasonem / proc(uratorem) eorum / X","Imperator Caesar Vespasianus Augustus pontiex maximus tribunicia potestate IX imperator XIIX pater patriae consul IIX designatus VIIII Imperator Titus Caesar Augusti filius consul VI designatus VII Domitianus Caesar Augusti filius consul V designatus VI vias a novo munierunt per Lucium Antonium Nasonem procuratorem eorum X",NA,"40.182737","29.0678352","lapis"
"39","EDCS-05300110","Pontus et Bithynia","Bursa / Prusa ad Olympum",197,198,"miliaria",NA,NA,"Imperator Caesar / [L(ucius)] Septimius Severu[s P]/ius Pertinax Augus[tus] / Arabicus Adiabenicus P[art]hicus maxi/mus pontifex maximus tri/buniciae potestatis / VI imp//erator// XI co(n)s[[s]](ul) II p(ater) p(atriae) pro / co(n)sule et Imperator Caesar / M(arcus) Aurelius Antoninus / Aug//ustus// tribuniciae potesta/tis II et P(ublius) Septimius [[[G[eta]]] / Caesar restituerunt per / Q(uintum) Tineium Sacerdotem / legatum pro praetore / IIII //","Imperator Caesar Lucius Septimius Severus Pius Pertinax Augustus Arabicus Adiabenicus Parthicus maximus pontifex maximus tribuniciae potestatis VI imperator XI conssul II pater patriae pro consule et Imperator Caesar Marcus Aurelius Antoninus Augustus tribuniciae potestatis II et Publius Septimius Geta Caesar restituerunt per Quintum Tineium Sacerdotem legatum pro praetore IIII","GR","40.182737","29.0678352","lapis"
"40","EDCS-77800177","Pontus et Bithynia","Cakirsu / Yornus",NA,NA,"miliaria","tituli sacri",NA,"[DD(ominis) nn(ostris)] / [Imperatori Caes(ari)] / [Fl(avio) Val(erio) Constantino] / [P(io) F(elici) Victori] / [ac triumfatori] / [semper Aug(usto) et] / Fl(avio) Cl(audio) Co(n)stantino / et Fl(avio) [I]ul(io) Constantio / et Fl(avio) Co(n)sta(nti) nobb(ilissimis) Ca[ess(aribus)] / [Fl(avius) Iul(ius) Le]ontius v(ir) p(erfectissimus) / [praes(es)] pr(ovinciae) Helenop(onti) / d(evotus) N(umnibis) m(aiestatique) eorum //","DDominis nnostris Imperatori Caesari Flavio Valerio Constantino Pio Felici Victori ac triumfatori semper Augusto et Flavio Claudio Constantino et Flavio Iulio Constantio et Flavio Constanti nobbilissimis Caessaribus Flavius Iulius Leontius vir perfectissimus praeses provinciae Helenoponti devotus Numnibis maiestati que eorum","GR","40.674400","36.306602","lapis"
"41","EDCS-59900005","Pontus et Bithynia","Cakirsu / Yornus",293,423,"miliaria","tituli sacri",NA,"Imp(eratori) Caes(ari) C(aio) Aur(elio) Val(erio) / Diocletiano / P(io) F(elici) Inv(icto) Aug(usto) et / [[[Imp(eratori) Caes(ari) M(arco) Aur(elio) Val(erio)]]] / [[[Maximiano]]] / P(io) F(elici) Inv(icto) Aug(usto) et Fl(avio) Val(erio) / Constantio et / Gal(erio) Val(erio) Maximiano / nobiliss(imis) Caess(aribus) / mil(ia) p(assuum) XXXV //  // [A]ur(elius) Priscianus v(ir) p(erfectissimus) pr(aeses) p[r(ovinciae)] / [Po]nt(i) d(evotus) n(umini) m(aiestati)q(ue) eorum // DDD(ominis) nnn(ostris) Fl(avio) Va(lerio) Crispo et / Val(erio) Constantino [[[Licinio]]] et / Fl(avio) Constantino(!) nobbb(ilissimis) / Caesss(aribus) // Imp(eratori) C[aes(ari)] / Fl(avio) Val(erio) C[onst]antino / maximo victor(i) / ac triumfator(i) / semper Aug(usto) / et Fl(avio) Cl(audio) Constantino / et Fl(avio) Iul(io) Constantio / et Fl(avio) Iul(io) Constant{a} / et Fl(avio) Delmatio / nnnn(o)bbbb(ilissimis) Caessss(aribus) // Impp(eratoribus) Caess(aribus) dd(ominis) nn(ostris) / Fl(avio) Valentiniano / et Fl(avio) Valente / et Gratiano / perpetuis [Augg]g(ustis) // D(omino) n(ostro) Fl(avio) H/onorio / p(erpetuo) Aug(usto)","Imperatori Caesari Caio Aurelio Valerio Diocletiano Pio Felici Invicto Augusto et Imperatori Caesari Marco Aurelio Valerio Maximiano Pio Felici Invicto Augusto et Flavio Valerio Constantio et Galerio Valerio Maximiano nobilissimis Caessaribus milia passuum XXXV Aurelius Priscianus vir perfectissimus praeses provinciae Ponti devotus numini maiestati que eorum DDDominis nnnostris Flavio Valerio Crispo et Valerio Constantino Licinio et Flavio Constantino nobbbilissimis Caesssaribus Imperatori Caesari Flavio Valerio Constantino maximo victori ac triumfatori semper Augusto et Flavio Claudio Constantino et Flavio Iulio Constantio et Flavio Iulio Constant et Flavio Delmatio nnnnobbbbilissimis Caessssaribus Impperatoribus Caessaribus ddominis nnostris Flavio Valentiniano et Flavio Valente et Gratiano perpetuis Augggustis Domino nostro Flavio Honorio perpetuo Augusto","GR","40.674400","36.306602","lapis"
"42","EDCS-70200029","Pontus et Bithynia","Calbogaz / Sinope",236,238,"miliaria",NA,NA,"Imp(erator) Caesar / [[[C(aius) Iulius]]] / [[[Maximinus]]] / Pius Felix / [A]ug(ustus) pont(ifex) max(imus) / trib(unicia) pot(estate) / et C(aius) [[Iul[ius]]] / [[Maximus]] Ca/e[s(ar) Aug(ustus) / [","Imperator Caesar Caius Iulius Maximinus Pius Felix Augustus pontifex maximus tribunicia potestate et Caius Iulius Maximus Caesar Augustus",NA,"41.740900","35.241900","lapis"
